qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,eng-Latn-r-pSKOS-pprefLabel-ps5003,ara-Arab-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5002,ara-Arab-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,ara-Arab-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,ara-Arab-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:16:422:3:22335,22335,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22335,Naqqach,نقاش,LB22335,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22343,22343,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22343,Aamaret Chalhoub,الوطى عمارة شلهوب,LB22343,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22351,22351,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22351,Zalqa,الزلقا,LB22351,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22359,22359,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22359,Byaqout,بياقوت,LB22359,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22367,22367,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22367,Mazraat El-Hdaira,مزرعة الحضيرة,LB22367,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22375,22375,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22375,Dbayeh,ضبية,LB22375,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22383,22383,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22383,Haret El-Ballane,حارة البلان,LB22383,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22391,22391,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22391,Mazraat Deir Aaoukar,مزرعة دير عوكر,LB22391,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22411,22411,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22411,Mansouriyet El-Matn,منصورية,LB22411,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22415,22415,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22415,Daychouniyeh,ديشونية,LB22415,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22419,22419,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22419,Fanar,الفنار,LB22419,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22423,22423,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22423,Aain Saadeh,عين سعادة,LB22423,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22427,22427,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22427,Roumieh,روميه المتن,LB22427,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22431,22431,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22431,Bqennaya,بقنايا,LB22431,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22435,22435,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22435,Majzoub,مجذوب,LB22435,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22439,22439,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22439,Bsalim,بصاليم,LB22439,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22443,22443,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22443,Nabay,نابيه,LB22443,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22447,22447,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22447,Mtayleb,مطيلب,LB22447,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22451,22451,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22451,Beit El-Kekko,بيت الككو,LB22451,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22455,22455,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22455,Qornet Chehouane,قرنة شهوان,LB22455,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22459,22459,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22459,Beit Ech-Chaar,مزرعة بيت الشعّار,LB22459,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22463,22463,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22463,Dik El-Mehdi,ديك المحدي,LB22463,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22467,22467,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22467,Zouk El-Kharab,ذوق الخراب,LB22467,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22471,22471,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22471,Aain Aar,عين عار,LB22471,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22475,22475,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22475,Mazraat Yachouaa,مزرعة يشوع,LB22475,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22479,22479,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22479,Deir Tamich,دير طاميش,LB22479,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22483,22483,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22483,Zakrit,زكريت,LB22483,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22487,22487,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22487,Deir Mar Aabda el Mchammar,دير مار عبدا المشمر,LB22487,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22511,22511,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22511,Bikfaya,بكفيا,LB22511,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22515,22515,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22515,Mhaidset Matn,محيدثة المتن,LB22515,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22519,22519,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22519,Ouadi Chahine,وادي شاهين,LB22519,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22523,22523,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22523,Aain El-Qach,عين القش,LB22523,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22527,22527,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22527,Mar Boutros Karm Et-Tine,مار بطرس كرم التين,LB22527,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22531,22531,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22531,Beit Chabab,بيت شباب,LB22531,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22535,22535,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22535,Bhersaf,بحرصاف,LB22535,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22539,22539,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22539,Mayasseh,مياسة,LB22539,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22543,22543,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22543,Aain El-Kharroubeh,عين الخروبة,LB22543,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22547,22547,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22547,Himlaya,حملايا,LB22547,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22551,22551,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22551,Aain Aalaq,عين علق,LB22551,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22555,22555,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22555,Aatchaneh,عطشانة,LB22555,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22559,22559,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22559,Chaouiyeh,شاوية,LB22559,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22563,22563,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22563,Aain Et-Teffaha,عين التفاحة,LB22563,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22567,22567,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22567,Sfeilet Bikfaya,سفيلة بكفيا,LB22567,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22571,22571,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22571,Fraikeh,فريكه,LB22571,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22575,22575,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22575,Abou Mizane,أبو ميزان,LB22575,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22579,22579,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22579,Deir Chamra,دير شمرا,LB22579,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22583,22583,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22583,Hbous,حبوس,LB22583,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22587,22587,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22587,Jouar El-Matn,جوار المتن,LB22587,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22591,22591,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22591,Chrine,شرين,LB22591,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22595,22595,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22595,Qornet El-Hamra,قرنة الحمرا,LB22595,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22611,22611,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22611,Broummana El-Matn,برمانا المتن,LB22611,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22619,22619,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22619,Jouret El-Ballout,جورة البلوط,LB22619,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22627,22627,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22627,Masqa,المسقى,LB22627,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22635,22635,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22635,Aayoun El-Matn,عيون المتن,LB22635,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22643,22643,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22643,Qennabet Broummana,قنابة برمانا,LB22643,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22651,22651,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22651,Mzakkeh,مزكة,LB22651,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22659,22659,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22659,Baabdat,بعبدات,LB22659,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22667,22667,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22667,Beit Meri,بيت مري,LB22667,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22675,22675,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22675,Dahr Es-Souane El-Matn,ضهر الصوان المتن,LB22675,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22683,22683,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22683,Qannebet Salima,قنابة صليما,LB22683,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22691,22691,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22691,Bsifrine,بسفرين,LB22691,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22711,22711,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22711,Mtain,المتين,LB22711,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22714,22714,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22714,Aain Ez-Zeitouneh,عين الزيتونة,LB22714,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22717,22717,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22717,Mchikha,مشيخا,LB22717,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22722,22722,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22722,Khillet El-Mtain,خلة المتين,LB22722,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22724,22724,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22724,Bnabil,بنابيل,LB22724,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22727,22727,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22727,Aain es-Sofsaf El-Matn,عين الصفصاف المتن,LB22727,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22731,22731,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22731,Ouata El-Mrouj,وطى المروج,LB22731,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22733,22733,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22733,Mrouj,المروج,LB22733,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22734,22734,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22734,Marjaba,مرجبا,LB22734,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22737,22737,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22737,Aain Es-Sindiane,عين السنديانة,LB22737,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22741,22741,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22741,Zaraaoun,زرعون,LB22741,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22744,22744,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22744,Qaaqour,القعقور,LB22744,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22747,22747,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22747,Khinchara,خنشارة,LB22747,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22751,22751,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22751,Aintoura El-Matn,عينطورة المتن,LB22751,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22754,22754,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22754,Choueir,شوير,LB22754,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22757,22757,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22757,Bteghrine,بتغرين,LB22757,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22761,22761,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22761,Douar El-Matn,دوار,LB22761,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22764,22764,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22764,Chouaya El-Matn,شويا,LB22764,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22767,22767,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22767,Aayroun,عيرون,LB22767,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22771,22771,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22771,Zighrine El-Matn,زغرين المتن,LB22771,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22774,22774,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22774,Majdel tarchich,مجدل ترشيش,LB22774,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22777,22777,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22777,Aain El-Qabu,عين القبو,LB22777,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22781,22781,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22781,Kfar Aaqab,كفرعقاب,LB22781,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22784,22784,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22784,Mar Moussa Ed-Douar,مار موسى الدوار,LB22784,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22787,22787,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22787,Machraah El-Matn,مشرح ,LB22787,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22791,22791,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22791,Ouadi El-Karm El-Matn,وادي الكرم المتن,LB22791,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22794,22794,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22794,Zabbougha,زبوغا,LB22794,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22797,22797,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22797,Baskinta,بسكنتا,LB22797,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:22799,22799,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:36,1603:16:422:3:22799,Kfar Tay El-Matn,كفرتيه ,LB22799,El Meten,المتن,LB36,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:23001,23001,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:33,1603:16:422:3:23001,Litige,,LB23001,Chouf, الشوف,LB33,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:23002,23002,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:33,1603:16:422:3:23002,Litige,,LB23002,Chouf, الشوف,LB33,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:23003,23003,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:33,1603:16:422:3:23003,Litige,,LB23003,Chouf, الشوف,LB33,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:23004,23004,1603:16:422:0,1603:16:422:1:3,1603:16:422:2:33,1603:16:422:3:23004,Litige,,LB23004,Chouf, الشوف,LB33,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
