#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+code+v_pcode,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5001,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5000,#meta+rem+i_qcc+is_zxxx+ix_ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:16:422:3:35425,35425,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35425,Bsatine Aakkar,فسقين و عين اشما,LB35425,Bsatine Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35427,35427,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35427,Aain Ez-Zeit,عين الزيت,LB35427,Aain Ez-Zeit,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35429,35429,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35429,Kouachra,الكواشرة,LB35429,Kouachra,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35430,35430,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35430,Khalsa,خالصة,LB35430,Khalsa,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35431,35431,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35431,Khirbet Char,خربة شار,LB35431,Khirbet Char,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35432,35432,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35432,Dibbabiyeh,دبابية,LB35432,Dibbabiyeh,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35433,35433,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35433,Berbara Aakkar,برباره,LB35433,Berbara Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35435,35435,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35435,Aain Tinta,عين تنتا,LB35435,Aain Tinta,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35437,35437,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35437,Machta Hammoud,مشتى حمود,LB35437,Machta Hammoud,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35439,35439,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35439,Baghdadi,دوسة بغدادي,LB35439,Baghdadi,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35441,35441,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35441,Deir Jannine,دير جنين,LB35441,Deir Jannine,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35443,35443,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35443,Douair Aadouiyeh,دوير عدويه,LB35443,Douair Aadouiyeh,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35445,35445,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35445,Noura Et-Tahta,نورا التحتا,LB35445,Noura Et-Tahta,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35447,35447,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35447,Sfinet Ed-Draib,سفينة الدريب,LB35447,Sfinet Ed-Draib,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35449,35449,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35449,Aamaret El-Baykat,عمار البيكات,LB35449,Aamaret El-Baykat,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35451,35451,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35451,Msalla,مصلا,LB35451,Msalla,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35453,35453,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35453,Qachlaq,قشلق,LB35453,Qachlaq,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35455,35455,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35455,Ouadi El-Haour,وادي الحور,LB35455,Ouadi El-Haour,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35457,35457,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35457,Charbila,شربيلا,LB35457,Charbila,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35459,35459,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35459,Tleil,التليل,LB35459,Tleil,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35461,35461,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35461,Mzeihmeh,مزيحمة,LB35461,Mzeihmeh,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35463,35463,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35463,Haytla,هيتلا,LB35463,Haytla,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35465,35465,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35465,Knisseh,كنيسة,LB35465,Knisseh,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35467,35467,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35467,Rihaniyet Aakkar,الريحانية,LB35467,Rihaniyet Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35469,35469,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35469,Saidnaya,السنديانة,LB35469,Saidnaya,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35470,35470,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35470,Hmaiss Aakkar,حميص,LB35470,Hmaiss Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35471,35471,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35471,Srar,سرار,LB35471,Srar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35475,35475,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35475,Ghazayleh,الغزيله,LB35475,Ghazayleh,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35484,35484,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35484,Aarmeh,عرمه,LB35484,Aarmeh,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35486,35486,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35486,Mazraat En-Nahriyeh,النهريه ,LB35486,Mazraat En-Nahriyeh,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35487,35487,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35487,Qbaiyat Aakkar,القبيات,LB35487,Qbaiyat Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35498,35498,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35498,Aandqet,عندقت,LB35498,Aandqet,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35511,35511,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35511,Dayret Nahr El-Kabir,دائرة النهر الكبير,LB35511,Dayret Nahr El-Kabir,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35512,35512,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35512,Aamayer,العماير,LB35512,Aamayer,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35514,35514,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35514,Hnaider,حنيدر,LB35514,Hnaider,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35515,35515,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35515,Kneisset Hnaider,كنيسة هنيدر,LB35515,Kneisset Hnaider,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35516,35516,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35516,Mazareaa Jabal Akroum,اكروم,LB35516,Mazareaa Jabal Akroum,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:35518,35518,1603:16:422:0,1603:16:422:1:7,1603:16:422:2:51,1603:16:422:3:35518,Qarha Aakkar,قرحه عكار,LB35518,Qarha Aakkar,,,,,Akkar,عكار,LB51,Akkar,عكار,LB7,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36110,36110,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36110,Mchaa Ej-Jibbé,مشاع الجبه,LB36110,Mchaa Ej-Jibbe,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36111,36111,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36111,Bcharreh,بشري,LB36111,Bcharreh,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36114,36114,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36114,Qnayouer,قنيور,LB36114,Qnayouer,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36117,36117,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36117,Billa,بلا,LB36117,Billa,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36121,36121,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36121,Aabdine,عبدين بشري,LB36121,Aabdine,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36124,36124,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36124,Tourza,طورزا,LB36124,Tourza,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36127,36127,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36127,Qnat,قناة,LB36127,Qnat,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36131,36131,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36131,Hadath Ej-Jebbeh,حدث الجبه,LB36131,Hadath Ej-Jebbeh,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36134,36134,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36134,Mazraat Bani Saab,مزرعة بني صعب,LB36134,Mazraat Bani Saab,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36137,36137,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36137,Berhalioun,برحليون,LB36137,Berhalioun,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36141,36141,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36141,Ouadi Qannoubine,وادي قنوبين,LB36141,Ouadi Qannoubine,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36144,36144,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36144,Mazraat Aassaf,مزرعة عساف,LB36144,Mazraat Aassaf,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36147,36147,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36147,Bane,بان,LB36147,Bane,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36151,36151,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36151,Blaouza,بلوزا,LB36151,Blaouza,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36154,36154,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36154,Moghr El-Ahoual,مغر الاحول,LB36154,Moghr El-Ahoual,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36157,36157,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36157,Breissat,بريسات,LB36157,Breissat,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36161,36161,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36161,Dimane,ديمان,LB36161,Dimane,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36164,36164,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36164,Metrit,متريت,LB36164,Metrit,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36171,36171,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36171,Hasroun,حصرون,LB36171,Hasroun,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36177,36177,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36177,Hadchit,حدشيت,LB36177,Hadchit,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36181,36181,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36181,Bazaaoun,بزعون,LB36181,Bazaaoun,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36184,36184,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36184,Bqerqacha,بقرقاشا,LB36184,Bqerqacha,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36187,36187,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36187,Beit Menzer,بيت منذر,LB36187,Beit Menzer,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:36191,36191,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:53,1603:16:422:3:36191,Bqaa Kafra,بقاع كفرا,LB36191,Bqaa Kafra,,,,,Bcharre, بشري,LB53,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37001,37001,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37001,Litige,,LB37001,Litige,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37002,37002,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37002,Litige,,LB37002,Litige,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37003,37003,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37003,Litige,,LB37003,Litige,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37004,37004,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37004,Litige,,LB37004,Litige,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37005,37005,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37005,Litige,,LB37005,Litige,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37006,37006,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37006,Litige,,LB37006,Litige,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37231,37231,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37231,Beddaoui,بداوي,LB37231,Beddaoui,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37241,37241,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37241,Deir Aammar,دير عمار,LB37241,Deir Aammar,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37251,37251,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37251,Borj El-Yahoudiyeh,برج اليهودية,LB37251,Borj El-Yahoudiyeh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37261,37261,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37261,Nabi Youcheaa,النبي يوشع,LB37261,Nabi Youcheaa,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37271,37271,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37271,Minie,المنيه,LB37271,Minie,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37281,37281,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37281,Rihaniyet-Miniyeh,ريحانيه  المنيه,LB37281,Rihaniyet-Miniyeh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37291,37291,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37291,Zouq Bhannine,ذوق بحنين,LB37291,Zouq Bhannine,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37311,37311,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37311,Sir Ed-Danniyeh,سير الضنية,LB37311,Sir Ed-Danniyeh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37313,37313,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37313,Aassoun,عاصون,LB37313,Aassoun,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37314,37314,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37314,Mazraat Ketrane,مزرعة كتران,LB37314,Mazraat Ketrane,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37315,37315,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37315,Qattineh-Miniyeh,القطين المنيه,LB37315,Qattineh-Miniyeh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37317,37317,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37317,Bqaa Sefrine,بقاع صفرين,LB37317,Bqaa Sefrine,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37319,37319,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37319,Bqarsouna,بقرصونه,LB37319,Bqarsouna,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37321,37321,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37321,Hazmiyet-Miniyeh,حازمية المنيه,LB37321,Hazmiyet-Miniyeh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37323,37323,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37323,Tarane,طاران,LB37323,Tarane,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37325,37325,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37325,Mimrine,نمرين,LB37325,Mimrine,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37327,37327,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37327,Haql el Aazimeh,حقل العزيمة,LB37327,Haql el Aazimeh,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37329,37329,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37329,Beit El-Faqs,بيت الفقس,LB37329,Beit El-Faqs,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
1603:16:422:3:37331,37331,1603:16:422:0,1603:16:422:1:5,1603:16:422:2:55,1603:16:422:3:37331,Mrah Es-Sfire,مراح السفيرة,LB37331,Mrah Es-Sfire,,,,,El Minieh-Dennie,المنية الضنية,LB55,North,الشمال,LB5,Lebanon,لبنان,LB,2017-06-20,2021-09-28,
